timestamp,172.17.16.13:20180:grpc_global_tim,172.17.16.13:20180:grpc_server_0,172.17.16.13:20180:grpc_server_1,172.17.16.13:20180:grpc_server_2,172.17.16.13:20180:grpc_server_3,172.17.16.13:20180:grpc_server_4,172.17.16.14:20180:grpc_global_tim,172.17.16.14:20180:grpc_server_0,172.17.16.14:20180:grpc_server_1,172.17.16.14:20180:grpc_server_2,172.17.16.14:20180:grpc_server_3,172.17.16.14:20180:grpc_server_4,172.17.16.15:20180:grpc_global_tim,172.17.16.15:20180:grpc_server_0,172.17.16.15:20180:grpc_server_1,172.17.16.15:20180:grpc_server_2,172.17.16.15:20180:grpc_server_3,172.17.16.15:20180:grpc_server_4
1640667507,0,0,0.0008716333333333333,0,0.0008716333333333333,0,0,0.0069248,0.0063894,0.0072817333333333335,0.006734533333333335,0.001059,0,0,0.001308088888888889,0,0,0.001308088888888889
1640667522,0,0,0.0011430277777777777,0,0.0009144222222222221,0,0,0.014995600000000001,0.014477899999999998,0.015168166666666667,0.0149897,0.0010294999999999998,0,0.00045199208941626114,0.0012966468902073194,0.00022599604470813057,0,0.0012966468902073194
1640667537,0,0.00020795925925925926,0.0010397962962962963,0,0.000831837037037037,0.0004159185185185185,0,0.023360400000000003,0.022678,0.0231898,0.02318586666666667,0.0010196666666666666,0.00020622962962962965,0.0004124592592592593,0.001111111111111111,0.0004124592592592593,0,0.001111111111111111
1640667552,0,0.00020795925925925926,0.0004444444444444445,0,0.00022222222222222226,0.0004159185185185185,0.00034119999999999995,0.0317488,0.030737,0.03139973333333333,0.03141153333333333,0,0.00020622962962962965,0.0004124592592592593,0.0004444444444444445,0.0004124592592592593,0.00020622962962962965,0.0004444444444444445
1640667567,0,0.0004159185185185185,0,0,0.00022222222222222226,0.0004159185185185185,0.00034119999999999995,0.032666666666666656,0.03222222222222223,0.032,0.03244444444444444,0,0.00020623138806169164,0.00022223209920440906,0.00022223209920440928,0.0002222320992044091,0.00020623138806169164,0.00044446419840881823
1640667582,0,0.0002222222222222222,0,0,0.00022222222222222226,0,0.00034119999999999995,0.031333333333333324,0.030666666666666665,0.03066666666666667,0.030888888888888886,0,0,0.00022222222222222218,0.0006666666666666665,0.00022222222222222218,0.00020622962962962965,0.0006666666666666665
1640667597,0,0.0002222222222222222,0.0011111111111111111,0,0.001111111111111111,0,0,0.03444444444444444,0.03244444444444444,0.033999999999999996,0.03422222222222222,0.0024444444444444444,0,0.00022222222222222218,0.001333333333333333,0.00022222222222222218,0,0.0015555555555555557
1640667612,0.0004159185185185185,0.00022222222222222218,0.0031111111111111114,0,0.0033333333333333335,0,0,0.030888888888888893,0.02822222222222222,0.030000000000000002,0.030000000000000002,0.002888888888888889,0,0.00044433582901957306,0.003332518717646797,0.00022216791450978648,0.0002221679145097865,0.0035546866321565836
1640667627,0.00041589079246568745,0.0002222074083949959,0.0035553185343199342,0,0.003333111125924939,0.0002222074083949959,0,0.032,0.029777777777777775,0.03155555555555555,0.03177777777777777,0.002888888888888889,0.0004124592592592593,0.0004444444444444445,0.0031111111111111114,0.00022222222222222226,0.0002222222222222222,0.0035555555555555553
1640667642,0.0004159185185185185,0.00022222222222222218,0.002444444444444444,0.00020795925925925926,0.0024444444444444444,0.0004444444444444444,0,0.02866284495400613,0.02799626716437809,0.027774074567835396,0.028218459760920765,0.0004443851930853662,0.0006346250703641159,0.00044440494178295275,0.0022220247089147637,0.00022220247089147638,0.00022220247089147635,0.0024442271798062395
1640667657,0,0,0.0004444444444444442,0.00020795925925925926,0,0.0004444444444444444,0,0.032444444444444456,0.03244444444444443,0.03200000000000001,0.032888888888888884,0,0.0006347551623730246,0.00022227655649158674,0.00022227655649158703,0.00022227655649158687,0,0.00044455311298317407
1640667672,0,0,0,0.00020796201228230032,0.00022223703802475678,0.00022223703802475725,0,0.03266521487933872,0.032220790187102805,0.03177636549486689,0.03244300253322075,0,0.0002222222222222222,0.0002222222222222221,0.0002222222222222218,0.00022222222222222226,0.00022222222222222218,0.00022222222222222242
1640667687,0,0.00022222222222222226,0,0,0.0002222222222222218,0,0,0.0326710228030404,0.03222651909143442,0.031782015379828416,0.03244877094723741,0.00022225185580299617,0,0.00044448395412925604,0.00022224197706462756,0.00022224197706462802,0.0002222419770646279,0.0004444839541292563
1640667702,0,0.0004444444444444445,0,0,0.0002222222222222218,0,0,0.03288888888888888,0.03200000000000001,0.03177777777777777,0.03222222222222223,0.00022222222222222242,0,0.00022222222222222242,0.0004444444444444442,0.00044444444444444436,0.00022222222222222218,0.00044444444444444485
1640667717,0,0.0004444444444444445,0.00022222222222222242,0,0,0,0.0004444641984088182,0.03266811858304813,0.032223654384639325,0.03200142228543492,0.03244588648384373,0.00022223209920440928,0,0.0004444444444444445,0.00022222222222222242,0.0002222222222222221,0,0.00044444444444444485
1640667732,0,0.00022222222222222226,0.00022222222222222242,0,0,0.00022222222222222226,0.0004444444444444444,0.0328888888888889,0.0322222222222222,0.03222222222222223,0.032666666666666656,0,0,0.00022220247089147624,0.000444404941782953,0.00022220247089147624,0,0.0002222024708914765
1640667747,0,0,0.00022222222222222242,0,0.00022222222222222242,0.00022222222222222226,0.0004444444444444444,0.032666666666666684,0.03244444444444444,0.03222222222222223,0.03244444444444444,0,0,0.0002222222222222221,0.00044444444444444485,0,0,0.0004444444444444436
