timestamp,agg_val
1640667507,0.014085013713080206
1640667522,0.012197412500269952
1640667537,0.011781603278068091
1640667552,0.011152185348569443
1640667567,0.010631153846153873
1640667582,0.0105466407766999
1640667597,0.012489312500000526
1640667612,0.014007610810810877
1640667627,0.014397230769230236
1640667642,0.013582557377049295
1640667657,0.01115491588785063
1640667672,0.008751692307691806
1640667687,0.009097876543211317
1640667702,0.009439069767442554
1640667717,0.009337035294118359
1640667732,0.009563865168539508
1640667747,0.009623280898875729
1640667762,0.010396990099009322
1640667777,0.009845688888888617
1640667792,0.009793142857143776
1640667807,0.009661662921347777
1640667822,0.009960336842104808
1640667837,0.010574368932038402
1640667852,0.00923363855421683
1640667867,0.009696275862069007
1640667882,0.008888000000001285
1640667897,0.010291346938776324
1640667912,0.00945209090909085
1640667927,0.009871225806451075
1640667942,0.009496545454546465
1640667957,0.00980686956521736
1640667972,0.009786363636362974
1640667987,0.010023818181817891
1640668002,0.009852285714285449
1640668017,0.009772045977011853
1640668032,0.008362630136985849
1640668047,0.009021599999999437
1640668062,0.009626511627907617
1640668077,0.0107347572815531
1640668092,0.010440749999999097
1640668107,0.009605552941177152
1640668122,0.010227536842106045
1640668137,0.010171416666666523
1640668152,0.010038638297872392
1640668167,0.009537505882353014
1640668182,0.009290698795180102
1640668197,0.010006153846153191
1640668212,0.009512658823528908
1640668227,0.010446020618556715
1640668242,0.010269726315789325
1640668257,0.010663759999999882
1640668272,0.009768727272727524
1640668287,0.010877153846153245
1640668302,0.01053180198019742
1640668317,0.010820528301886905
1640668332,0.010209237113401342
1640668347,0.010263416666667014
1640668362,0.010110241758242712
1640668377,0.00931019999999929
1640668392,0.008660493150684788
1640668407,0.009157100000000182
1640668422,0.010038434782608073
1640668437,0.010135410526315333
1640668452,0.010044765957446305
1640668467,0.008456319999999549
1640668482,0.009333012048193607
1640668497,0.010149565217391448
1640668512,0.011151285714284802
1640668527,0.011175783783784247
1640668542,0.010426424242423921
1640668557,0.01046610101010111
1640668572,0.009803217391304641
1640668587,0.009622202247191364
1640668602,0.008617578947369454
1640668617,0.008335671232875841
1640668632,0.009397929411763834
1640668647,0.009728919540229879
1640668662,0.010466804123710942
1640668677,0.010253361702128108
1640668692,0.010940072727273315
1640668707,0.010995469026548283
1640668722,0.010882841121494777
1640668737,0.010209333333332906
1640668752,0.010080765957446404
1640668767,0.009975073684210202
1640668782,0.010180653061224978
1640668797,0.009714133333334086
1640668812,0.009899565217391154
1640668827,0.009343999999999632
1640668842,0.009291700000000278
1640668857,0.01012347826086997
1640668872,0.009339142857142319
1640668887,0.00934372093023145
1640668902,0.00792646341463414
1640668917,0.00865724675324722
1640668932,0.008876499999999826
1640668947,0.00929879518072238
1640668962,0.00893170000000041
1640668977,0.00945209302325615
1640668992,0.010360078431372734
1640669007,0.01060515887850414
1640669022,0.010366891089108921
1640669037,0.009757066666666106
1640669052,0.009844659340658916
1640669067,0.009684088888889164
1640669082,0.009894297872340403
1640669097,0.009081734939757856
1640669112,0.008841012658227808
1640669127,0.008940799999999607
1640669142,0.009668689655172482
1640669157,0.009917303370787292
1640669172,0.008948842105262663
1640669187,0.009541929411764112
1640669202,0.009251566265060457
1640669217,0.010177666666666321
1640669232,0.009541517241378687
1640669247,0.009075358024691041
1640669262,0.008398027397259703
1640669277,0.008320225352112692
1640669292,0.009599058823529155
1640669307,0.009683126436781292
1640669322,0.010772342857143185
1640669337,0.010078881720429575
1640669352,0.01080784905660424
1640669367,0.01008826086956556
1640669382,0.010584156862745569
1640669397,0.010383833333333764
1640669412,0.010246147368421329
1640669427,0.009951644444443446
1640669442,0.00926828571428559
1640669457,0.008469546666667863
1640669472,0.00853694736842167
1640669487,0.009267277108433905
1640669502,0.00912202409638625
1640669517,0.009743818181817729
1640669532,0.00867729870129811
1640669547,0.009734921348314558
1640669562,0.009109809523809178
1640669577,0.009107662650602368
1640669592,0.008230136986300067
1640669607,0.007952101587301644
1640669622,0.008514133333333642
1640669637,0.009355373493975375
1640669652,0.010338226804123912
1640669667,0.010246185567010017
1640669682,0.01053158095238135
1640669697,0.010115510204081624
1640669712,0.010067574468085316
1640669727,0.009511627906976515
1640669742,0.00995791304347857
1640669757,0.009322976744185437
1640669772,0.008879506172839504
1640669787,0.009502436781609707
1640669802,0.0098458260869563
1640669817,0.010219749999998569
1640669832,0.008934716049382998
1640669847,0.009723310344827114
1640669862,0.009289156626506995
1640669877,0.008979139240505463
1640669892,0.008387626666666126
1640669907,0.008317081081080974
1640669922,0.009413116279069845
1640669937,0.009296465116278449
1640669952,0.010453769230768848
1640669967,0.010653777777777339
1640669982,0.011027859649123254
1640669997,0.010307999999999536
1640670012,0.009214952380953684
1640670027,0.009254666666668274
1640670042,0.00901303703703608
1640670057,0.009974347826087589
1640670072,0.008798481012658852
1640670087,0.00991449462365498
1640670102,0.009446272727273674
1640670117,0.009946273684209885
1640670132,0.00876222784810096
1640670147,0.009311623529411905
1640670162,0.009328941176470228
1640670177,0.009476363636363169
1640670192,0.009798193548387676
1640670207,0.010279366336633945
1640670222,0.010765527272727768
1640670237,0.010253359999999753
1640670252,0.009864680851063696
1640670267,0.009878553191488431
1640670282,0.010033567010308428
1640670297,0.009854153846153737
1640670312,0.009567720930232436
1640670327,0.010196043010752727
1640670342,0.010237195876289079
1640670357,0.01031352000000066
1640670372,0.010158530612245451
1640670387,0.010376960000000624
1640670402,0.010904727272727805
1640670417,0.010490097087379057
1640670432,0.01035529411764702
1640670447,0.00940239080459803
1640670462,0.009702065934065324
1640670477,0.009967157894736397
1640670492,0.00971965217391246
1640670507,0.01034243137254882
1640670522,0.010119670103092268
1640670537,0.010912370370370244
1640670552,0.010083478260869888
1640670567,0.010708705882352197
1640670582,0.010361454545453721
1640670597,0.010852370370370908
