timestamp,agg_val
1640667492,11.400000000000006
1640667507,14.01250000000001
1640667522,14.675000000000011
1640667537,17.869999999999976
1640667552,17.030000000000044
1640667567,15.630000000000024
1640667582,12
1640667597,14.774999999999991
1640667612,13.783333333333328
1640667627,13.599999999999994
1640667642,13.812500000000014
1640667657,15.420000000000016
1640667672,18
1640667687,19.059999999999988
1640667702,18
1640667717,25
1640667732,25
1640667747,12
1640667762,12
1640667777,14.56666666666668
1640667792,14
1640667807,13
1640667822,13
1640667837,13
1640667852,13
1640667867,12
1640667882,12
1640667897,14.943333333333333
1640667912,14.9375
1640667927,18
1640667942,13.84999999999998
1640667957,15.630000000000024
1640667972,19
1640667987,19
1640668002,16.190000000000012
1640668017,28
1640668032,28
1640668047,28
1640668062,28
1640668077,13
1640668092,13
1640668107,13
1640668122,16
1640668137,22.95999999999998
1640668152,13.125
1640668167,13.099999999999977
1640668182,14.949999999999974
1640668197,24
1640668212,13.924999999999983
1640668227,20.08666666666668
1640668242,19.11250000000004
1640668257,13.524999999999991
1640668272,17.030000000000044
1640668287,15.630000000000024
1640668302,15.81666666666672
1640668317,16.329999999999984
1640668332,13
1640668347,12
1640668362,18.32499999999996
1640668377,16.22500000000008
1640668392,12.749999999999986
1640668407,12.899999999999991
1640668422,13
1640668437,13.116666666666674
1640668452,14.091666666666686
1640668467,11
1640668482,20
1640668497,20
1640668512,20
1640668527,19.269999999999996
1640668542,17.730000000000004
1640668557,15.630000000000024
1640668572,15.81666666666672
1640668587,13
1640668602,14.633333333333336
1640668617,14.189999999999998
1640668632,15.840000000000032
1640668647,18
1640668662,13.84999999999998
1640668677,17.146666666666636
1640668692,16.907499999999956
1640668707,18.149999999999988
1640668722,13
1640668737,30.279999999999973
1640668752,21.754999999999974
1640668767,21.072499999999998
1640668782,13
1640668797,13
1640668812,17.485000000000028
1640668827,19.042500000000004
1640668842,20.42499999999999
1640668857,18.359999999999978
1640668872,19.96999999999999
1640668887,19.060000000000024
1640668902,13
1640668917,13.266666666666655
1640668932,13.549999999999994
1640668947,14.675000000000011
1640668962,14.910000000000025
1640668977,13
1640668992,13
1640669007,12.725000000000009
1640669022,12.350000000000023
1640669037,39
1640669052,19.060000000000088
1640669067,16.329999999999984
1640669082,19.760000000000048
1640669097,17.659999999999968
1640669112,12
1640669127,13
1640669142,14.916666666666647
1640669157,14.360000000000014
1640669172,24.04000000000002
1640669187,20.389999999999972
1640669202,14.899999999999995
1640669217,14.187500000000028
1640669232,14
1640669247,14
1640669262,14
1640669277,14.089999999999975
1640669292,12
1640669307,20.039999999999992
1640669322,19.83000000000001
1640669337,11.199999999999974
1640669352,12
1640669367,20
1640669382,20
1640669397,17.44999999999996
1640669412,14.783333333333342
1640669427,13
1640669442,13
1640669457,13
1640669472,13.375000000000057
1640669487,13.266666666666634
1640669502,24
1640669517,19.060000000000088
1640669532,19.8125
1640669547,19.690000000000033
1640669562,12
1640669577,13
1640669592,13.75
1640669607,13.400000000000034
1640669622,13
1640669637,13
1640669652,12
