timestamp,kv_commit,kv_prewrite
1640667492,0.02112000000000002,0.015754999999999995
1640667507,0.026546089997556976,0.030842952494678028
1640667522,0.0265460313352372,0.03084759018978542
1640667537,0.02759294415082331,0.030845879661389575
1640667552,0.027625129588944676,0.03084012596421866
1640667567,0.027625129588944676,0.03084012596421866
1640667582,0.027625129588944676,0.03083902229667247
1640667597,0.02766751736476046,0.030840475811530516
1640667612,0.06126766790611509,0.052493476942492824
1640667627,0.06126766177360082,0.05249347902026003
1640667642,0.06126765878918146,0.05248378112442579
1640667657,0.06338073622335663,0.053894104889886454
1640667672,0.06337314058729152,0.0537388730832066
1640667687,0.06337335369076744,0.05373900223682879
1640667702,0.06337353530805903,0.05372941533821763
1640667717,0.06335754836831334,0.053719726283826104
1640667732,0.06335769954445583,0.05371981790573074
1640667747,0.06335782742580492,0.05371989540957872
1640667762,0.0633579444145289,0.0537102693421387
1640667777,0.06334781536,0.05370413052121212
1640667792,0.063472,0.0928410773333333
1640667807,0.06347199921402957,0.09471996856118278
1640667822,0.06352,0.09599999999999975
1640667837,0.063504,0.09535999999999968
1640667852,0.063504,0.09535999999999968
1640667867,0.063504,0.096
1640667882,0.06355200044911966,0.09728001796478589
1640667897,0.015599999999999996,0.01587428504402355
1640667912,0.015600000000000001,0.015874285593983697
1640667927,0.015599999999999996,0.01586666710331705
1640667942,0.01568,0.01588571394199923
1640667957,0.0158,0.015874285714285716
1640667972,0.0158,0.015874285714285716
1640667987,0.0158,0.015866666666666668
1640668002,0.01584,0.015866666666666668
1640668017,0.015866666666666668,0.015853332350868166
1640668032,0.015866666666666668,0.015853333777773877
1640668047,0.015866666666666668,0.015840000112279914
1640668062,0.01584,0.01584
1640668077,0.015759999999999996,0.01576
1640668092,0.015759999999999996,0.015759998315789475
1640668107,0.015759999999999996,0.01571999789473684
1640668122,0.015786666666666668,0.015776000000000002
1640668137,0.01582,0.015744
1640668152,0.0158,0.015744
1640668167,0.01580000014035088,0.01569999873683324
1640668182,0.015840000112280702,0.015743998989466594
1640668197,0.015823999999999998,0.015711997080701753
1640668212,0.015808,0.015711999999999997
1640668227,0.015808,0.015659999087719298
1640668242,0.015779999719298245,0.015728002357880556
1640668257,0.015808,0.015711999999999997
1640668272,0.015808,0.015711999999999997
1640668287,0.015808,0.015659998175438596
1640668302,0.01578,0.01572800134736842
1640668317,0.01576000042105263,0.015711998315771747
1640668332,0.015759999719296276,0.015711997473678303
1640668347,0.01576,0.01566
1640668362,0.015813333333333332,0.015807998428070177
1640668377,0.015786666666666668,0.029759991578858717
1640668392,0.015786666666666668,0.029759991578858717
1640668407,0.015786666666666668,0.029919999999999995
1640668422,0.015719999157894737,0.03008001964887659
1640668437,0.03088,0.02991999999999999
1640668452,0.030879998877192984,0.029920015157758828
1640668467,0.03104,0.030239999999999986
1640668482,0.031200001684192805,0.030399973613759325
1640668497,0.031200000000000002,0.030239999999999986
1640668512,0.03119999999999999,0.03023999438563004
1640668527,0.03119999999999999,0.030399994385925527
1640668542,0.03136,0.031200000000000002
1640668557,0.031200000000000002,0.031119999999999995
1640668572,0.031200000000000002,0.031120000280702737
1640668587,0.031200000000000002,0.031200000000000002
1640668602,0.03136,0.031200000000000002
1640668617,0.031200000000000002,0.031119999999999995
1640668632,0.031200000000000002,0.031119999999999995
1640668647,0.031200000000000002,0.031200001122814895
1640668662,0.03136,0.030559999999999986
1640668677,0.03088,0.02991999999999999
1640668692,0.03088,0.02991999999999999
1640668707,0.030880000000000005,0.030080006175479942
1640668722,0.01576,0.030080000000000003
1640668737,0.01572,0.029920005614062682
1640668752,0.01572,0.02991998989479199
1640668767,0.01572,0.030079998315771746
1640668782,0.01576,0.030080000000000003
1640668797,0.015813333333333335,0.029919989333201343
1640668812,0.015813333333333332,0.02991999999999999
1640668827,0.015813333333333332,0.01584
1640668842,0.01584,0.015862857142857144
1640668857,0.030880000000000005,0.015851429808785407
1640668872,0.03088,0.015851429396338088
1640668887,0.03088,0.01584
1640668902,0.03104,0.015862857572503976
1640668917,0.03088,0.015851428571428572
1640668932,0.03088,0.015851428571428572
1640668947,0.03088,0.01584
1640668962,0.03136,0.01588
1640668977,0.031200000000000002,0.01585333333333333
1640668992,0.031200000000000002,0.01585333333333333
1640669007,0.031200000000000002,0.01584
1640669022,0.03136,0.015839997754385965
1640669037,0.03119999999999999,0.01582400078596885
1640669052,0.031200000000000002,0.015823999999999998
1640669067,0.031200000000000002,0.0158
1640669082,0.03136,0.01583999988771851
1640669097,0.031200000000000002,0.01582400016841928
1640669112,0.031200000000000002,0.015823999999999998
1640669127,0.03119999999999999,0.0158000010526205
1640669142,0.01584,0.030399980911902484
1640669157,0.015799999999999998,0.030239988771772246
1640669172,0.0158,0.030239999999999986
1640669187,0.0158,0.030400000000000003
1640669202,0.01568,0.030400000000000003
1640669217,0.015600000000000001,0.030239999999999986
1640669232,0.015600000000000001,0.030240001122799145
1640669247,0.015600000000000001,0.030400000000000003
1640669262,0.00796,0.030559999999999986
1640669277,0.01572,0.030959999999999994
1640669292,0.01572,0.030959999999999994
1640669307,0.01572,0.0310400044912911
1640669322,0.01576,0.03103999466666125
1640669337,0.01572,0.030960003929796982
1640669352,0.01572,0.030959999999999994
1640669367,0.01572,0.03103999887719693
1640669382,0.01576,0.03104
1640669397,0.015813333333333332,0.030959996912291537
1640669412,0.015813333333333335,0.030959994105201113
1640669427,0.015813333333333332,0.03007999550874041
1640669442,0.01584,0.030080000000000003
1640669457,0.015813333333333332,0.030960002806997837
1640669472,0.015813333333333332,0.030959999999999994
1640669487,0.015813333333333332,0.03104
1640669502,0.01584,0.03104
1640669517,0.015813333333333332,0.030960003087730135
1640669532,0.015813333333333332,0.030959999999999994
1640669547,0.015813333333333332,0.03104
1640669562,0.01568,0.030559999999999986
1640669577,0.0156,0.030239993263157877
1640669592,0.015600000000000001,0.030240001122799145
1640669607,0.015600000000000001,0.030399989333189527
1640669622,0.015680000000000003,0.0304000067368421
1640669637,0.015600000000000001,0.030240005613995674
1640669652,0.015600000000000001,0.030239996070118326
1640669667,0.015600000000000001,0.030399998315771743
1640669682,0.00796,0.03039997529821016
1640669697,0.015600000000000001,0.030239999999999986
1640669712,0.015600000000000001,0.030239999999999986
1640669727,0.015600000000000001,0.03040000898233007
1640669742,0.01568,0.015800000701754385
1640669757,0.0158,0.015779999157894735
1640669772,0.0158,0.01577999747368421
1640669787,0.0158,0.015733333333333335
1640669802,0.01584,0.0158
1640669817,0.0158,0.01578
1640669832,0.0158,0.015779999157894735
1640669847,0.0158,0.015733333333333335
1640669862,0.01584,0.015819999438592552
1640669877,0.01572,0.015792000179650132
1640669892,0.01572,0.01579200117893496
1640669907,0.01572,0.015808
1640669922,0.01576,0.015840000467836804
1640669937,0.03088,0.015826666830410792
1640669952,0.03088,0.015826666666666666
1640669967,0.03088,0.01580799724905524
1640669982,0.03104,0.01584
1640669997,0.03088,0.015826666666666666
1640670012,0.03088,0.01582666759454973
1640670027,0.03088,0.015808
1640670042,0.03104,0.015808000516491956
1640670057,0.03088,0.01579200181895503
1640670072,0.03088,0.015792
1640670087,0.03088,0.01576
1640670102,0.03104,0.015808
1640670117,0.03088,0.01579200060631664
1640670132,0.03088,0.015792
1640670147,0.03088,0.01575999971929972
1640670162,0.03136,0.01582
1640670177,0.03119999999999999,0.015779998947357342
1640670192,0.0312,0.015779999859649122
1640670207,0.031200000000000002,0.015733333333333335
1640670222,0.01584,0.0158
1640670237,0.015866666666666668,0.01578
1640670252,0.015866666666666668,0.01578
1640670267,0.015866666666666668,0.015733333614032133
1640670282,0.015893333333333332,0.01580000056139957
1640670297,0.015866666666666668,0.015779999789471467
1640670312,0.015866666666666668,0.01578
1640670327,0.015866666666666668,0.0158
1640670342,0.01584,0.030399994385964912
1640670357,0.0158,0.030240001122799145
1640670372,0.0158,0.030239999999999986
1640670387,0.0158,0.030400000000000003
1640670402,0.01568,0.030400000000000003
1640670417,0.0158,0.030239999999999986
1640670432,0.0158,0.030239998877185106
1640670447,0.0158,0.030400000000000003
1640670462,0.01584,0.030559995508771913
1640670477,0.01586,0.029920001122807016
1640670492,0.01586,0.02991999999999999
1640670507,0.01586,0.030080001684192788
1640670522,0.01584,0.030080000000000003
1640670537,0.015813333333333332,0.02991998652631578
1640670552,0.015813333333333332,0.02991999831577173
1640670567,0.015813333333333335,0.03007999214029573
1640670582,0.01584,0.030080000000000003
1640670597,0.015813333333333332,0.02991999999999999
1640670612,0.015813333333333335,0.029919994385992486
1640670627,0.015813333333333332,0.015880000140351368
1640670642,0.01584,0.015893333354126182
1640670657,0.015813333333333332,0.01588444409790177
1640670672,0.015813333333333332,0.015884444444444444
1640670687,0.015813333333333332,0.01587999943860437
1640670702,0.01576,0.015893333333333336
1640670717,0.015813333333333332,0.015895999941053934
1640670732,0.015813333333333332,0.015896
1640670747,0.015813333333333332,0.015893333374919882
1640670762,0.01568,0.015909999934210786
1640670777,0.015600000000000001,0.01590222222222222
1640670792,0.015600000000000001,0.01590222224301514
1640670807,0.015599999999999996,0.015900000131578083
1640670822,0.01568,0.015900000289472263
1640670837,0.015600000000000001,0.01588999973684349
1640670852,0.0156,0.015890000157893908
1640670867,0.015600000000000001,0.015885714285714288
1640670882,0.01568,0.015885714285714288
1640670897,0.015599999999999996,0.015874285324738308
1640670912,0.015599999999999996,0.015874286126741716
1640670927,0.015600000000000001,0.015866666666666668
1640670942,0.01568,0.015885714715361984
1640670957,0.0158,0.015874285989257206
1640670972,0.0158,0.015874286630870225
1640670987,0.0158,0.015866666666666668
1640671002,0.01568,0.015866666884994725
1640671017,0.0158,0.01585333333333333
1640671032,0.0158,0.015853333489280575
1640671047,0.0158,0.01584
1640671062,0.01584,0.01584000056139957
1640671077,0.01586,0.015851428846400617
1640671092,0.01586,0.01585142815896637
1640671107,0.01586,0.015839998877196924
1640671122,0.015859999508765037,0.01585142925313283
1640671137,0.015860000140350876,0.015851428376655145
1640671152,0.01586,0.015851428571428572
1640671167,0.01586,0.01584
1640671182,0.015859999438588613,0.01585142880057424
1640671197,0.01586000042105263,0.015851428399569323
1640671212,0.01586,0.015851428571428572
1640671227,0.01586,0.01584
1640671242,0.01581333305263158,0.01585142858861436
1640671257,0.015813333333333332,0.015851428571428572
1640671272,0.015813333333333332,0.015851428571428572
1640671287,0.015813333333333332,0.01584
1640671302,0.01572,0.015851428571428572
1640671317,0.01572,0.015851428571428572
1640671332,0.01571999943859452,0.01585142854851411
1640671347,0.01572000112280702,0.015851428617257614
1640671362,0.00796,0.015853333333333334
1640671377,0.00796,0.01585333333333333
1640671392,0.00796,0.01585333333333333
1640671407,0.00796,0.015856
