timestamp,general,internal
1640667507,0.0006197771883289123,0.0006280533333333333
1640667522,0.00046823002544529304,0.0006528000000000018
1640667537,0.00033026407766989903,0.0006368
1640667552,0.00017055922561494692,0.0006393846153846156
1640667567,0.00014905566053373143,0.002841599999999979
1640667582,0.00014904162303664895,0.0027135999999999614
1640667597,0.00014975048987589797,0.0005489138844073257
1640667612,0.00015177501224889774,0.0005421492225226331
1640667627,0.0001523993506493507,0.0005479581847774203
1640667642,0.0001518860228716643,0.0005667809523809527
1640667657,0.00015004722707770576,0.0006298285714285716
1640667672,0.0001488624959056664,0.0006297142857142857
1640667687,0.00014851002884778557,0.0006306370370370371
1640667702,0.00014827323205866925,0.0006293333333333334
1640667717,0.00014811672199895165,0.0007103999999999947
1640667732,0.00014833195020746875,0.0007040000000000032
1640667747,0.00014816661541090044,0.0007743999999999966
1640667762,0.00014862834885690074,0.0013055999999999832
1640667777,0.00014849672678690726,0.001318399999999996
1640667792,0.00014861103607313487,0.0013055999999999888
1640667807,0.00014859528033472834,0.0007743999999999975
1640667822,0.00014889769462078173,0.0014080000000000065
1640667837,0.00014910904514180238,0.005683199999999958
1640667852,0.000148711994698476,0.005632000000000026
1640667867,0.00014835881255301084,0.006195199999999988
1640667882,0.0001480218369098713,0.0014080000000000065
1640667897,0.00014853971162001709,0.002841599999999979
1640667912,0.00014889745117510747,0.002816000000000013
1640667927,0.00014943847643641062,0.003097599999999994
1640667942,0.000149472905469491,0.0006280000000000001
1640667957,0.0001498139791538934,0.0006276173913043479
1640667972,0.00015009237212084943,0.000626909090909091
1640667987,0.00015015745955662056,0.000628509090909091
1640668002,0.00015013722453841586,0.0006274782608695652
1640668017,0.00015027368421052632,0.0006281333333333333
1640668032,0.00015059664545980325,0.0006280000000000001
1640668047,0.00015043864396915486,0.0006294666666666667
1640668062,0.00015035836782968654,0.0006267428571428571
1640668077,0.00015045369684397658,0.0006268571428571428
1640668092,0.0001507091775923717,0.0006382344827586206
1640668107,0.00015105030390738072,0.001548799999999997
1640668122,0.00015123682719546755,0.001446400000000002
1640668137,0.0001510953619909501,0.0007295999999999991
1640668152,0.00015094691780821913,0.000723200000000001
1640668167,0.00015069413666421767,0.000748800000000004
1640668182,0.00015070327723649225,0.0026879999999999695
1640668197,0.00015041323706377872,0.0027135999999999614
1640668212,0.00015032378039455568,0.0027904000000000006
1640668227,0.00015047597211463977,0.0007743999999999985
1640668242,0.00015047070518794657,0.0006293333333333333
1640668257,0.00015054543236236073,0.002841599999999979
1640668272,0.00015013527360921653,0.002816000000000013
1640668287,0.0001502275592915039,0.003097599999999994
1640668302,0.0001501273439855291,0.0014080000000000065
1640668317,0.00015024055188962205,0.0014207999999999894
1640668332,0.00015046355702678297,0.0014080000000000065
1640668347,0.00015004949339883316,0.000629008695652174
1640668362,0.00014973381634903168,0.0006281481481481483
1640668377,0.00014930339658746614,0.0006286857142857143
1640668392,0.00014943935794542532,0.0006399999999999998
1640668407,0.00014991077599748663,0.000774400000000003
1640668422,0.00015024852717886427,0.0007039999999999962
1640668437,0.00015034791198922297,0.0006290461538461538
1640668452,0.00015039988034699377,0.0006297142857142857
1640668467,0.00015020772532188862,0.0006306370370370371
1640668482,0.00015001069452980951,0.0006297142857142857
1640668497,0.00014969906890130344,0.0006298285714285714
1640668512,0.00014958608911659692,0.000628923076923077
1640668527,0.0001500352267450859,0.001548800000000005
1640668542,0.00015031029411764692,0.0014080000000000065
1640668557,0.00015051992687385723,0.0014207999999999894
1640668572,0.00015031965967790935,0.0006293333333333333
1640668587,0.00015033915015877816,0.001548799999999997
1640668602,0.00015024650880388594,0.0014080000000000065
1640668617,0.00015036884697292372,0.0014207999999999894
1640668632,0.0001501284426104236,0.0007040000000000032
1640668647,0.0001499668617185096,0.0006306370370370371
1640668662,0.00014983227414330194,0.0009152000000000042
1640668677,0.00014982857142857155,0.0010389333333333324
1640668692,0.00014937571801566595,0.0010368000000000005
1640668707,0.00014898874796747937,0.001548800000000006
1640668722,0.00014900922672795924,0.0014592000000000107
1640668737,0.0001492551679586563,0.0014719999999999924
1640668752,0.0001496120026092632,0.0011423999999999998
1640668767,0.00014938945312499986,0.0011488000000000006
1640668782,0.00014933118844386077,0.0011808000000000005
1640668797,0.00014948328148026846,0.0009855999999999958
1640668812,0.0001495967814612167,0.0009919999999999972
1640668827,0.00014984001255295763,0.0006306370370370371
1640668842,0.00014979785481113004,0.001407999999999995
1640668857,0.00014996060225846923,0.0014207999999999894
1640668872,0.00014965782664941776,0.0014080000000000065
1640668887,0.0001495304291075216,0.0007743999999999985
1640668902,0.0001492059701492535,0.000628923076923077
1640668917,0.00014960802895689344,0.0006281333333333334
1640668932,0.00014936532804495133,0.0014080000000000065
1640668947,0.0001495565881181549,0.001548799999999997
1640668962,0.00014929991679147955,0.0012800000000000257
1640668977,0.000149100288086765,0.001292800000000007
1640668992,0.00014886840855106887,0.0012799999999999873
1640669007,0.00014879809879477199,0.0015487999999999932
1640669022,0.00014888317097749393,0.0007040000000000032
1640669037,0.0001491151797603197,0.0007103999999999947
1640669052,0.0001490532818532817,0.000628923076923077
1640669067,0.00014918994974874372,0.0006298880000000001
1640669082,0.00014893199329983265,0.0007040000000000032
1640669097,0.00014868769101595279,0.0007103999999999947
1640669112,0.00014846459038591757,0.0007040000000000032
1640669127,0.000148399659226444,0.0006309714285714286
1640669142,0.00014867134104833238,0.0006297142857142857
1640669157,0.00014884142351155323,0.0006294518518518518
1640669172,0.00014929517426273467,0.0006284800000000001
1640669187,0.00014926219552886214,0.0007743999999999985
1640669202,0.00014916305328211104,0.0007040000000000032
1640669217,0.00014886418109187762,0.0007103999999999947
1640669232,0.00014863922095366015,0.0006284800000000001
1640669247,0.00014888276784221969,0.000629008695652174
1640669262,0.00014879333333333328,0.0006384000000000001
1640669277,0.00014903378512396662,0.001196800000000003
1640669292,0.0001487474679270762,0.0012352000000000005
1640669307,0.00014842437424477832,0.001548799999999997
1640669322,0.00014828259812434873,0.0007295999999999991
1640669337,0.0001484828450465704,0.0006286666666666667
1640669352,0.0001485454358623049,0.0006274909090909092
1640669367,0.00014872357723577233,0.0006280727272727274
1640669382,0.0001488611984113279,0.0006848000000000114
1640669397,0.00014906978795589491,0.0006912000000000031
1640669412,0.00014905676138308787,0.0007040000000000032
1640669427,0.00014893096377306878,0.000628509090909091
1640669442,0.0001488629167379041,0.0007040000000000032
1640669457,0.0001489320843091335,0.0007103999999999947
1640669472,0.00014894673930988936,0.0014080000000000065
1640669487,0.00014934266189391452,0.0020544000000000014
1640669502,0.00014913539793539796,0.0019840000000000005
1640669517,0.00014921852533021206,0.00142080000000001
1640669532,0.0001490087537587703,0.0006300689655172414
1640669547,0.00014912209010216066,0.0006309714285714286
1640669562,0.0001490526101694917,0.0006296774193548388
1640669577,0.00014916520547945207,0.0006464000000000035
1640669592,0.00014894264630169884,0.0025599999999999746
1640669607,0.00014870175675675692,0.003097599999999994
1640669622,0.00014839718687206972,0.002816000000000013
1640669637,0.00014848417575156908,0.0007103999999999947
1640669652,0.00014870923694779102,0.0007040000000000026
1640669667,0.00014887266633148986,0.0006302769230769232
1640669682,0.00014930529154027632,0.0006293333333333333
1640669697,0.00014908993020937172,0.000629046153846154
1640669712,0.0001490786440677966,0.0006280000000000001
1640669727,0.00014877483085250342,0.0006294666666666667
1640669742,0.00014847463456577837,0.0006284800000000001
1640669757,0.0001481260556127704,0.0006298285714285714
1640669772,0.0001482896598639455,0.0007040000000000032
1640669787,0.00014892571622308887,0.0007743999999999985
1640669802,0.00014945664817616412,0.0014080000000000065
1640669817,0.00014922566191446002,0.0014207999999999894
