timestamp,commit
1640667507,0.05309826282853597
1640667522,0.05259957303370722
1640667537,0.05227429575402574
1640667552,0.03149333333333332
1640667567,0.0004995
1640667582,0.03052800000000001
1640667597,0.030496000000000054
1640667612,0.12192000000000006
1640667627,0.12204800000000043
1640667642,0.12204799999999948
1640667657,0.015631999999999976
1640667672,0.015631999999999986
1640667687,0.0004995
1640667702,0.03052800000000001
1640667717,0.030527999999999944
1640667732,0.030527999999999944
1640667747,0.0004995
1640667762,0.03051199999999999
1640667777,0.03051199999999987
1640667792,0.03051199999999987
1640667807,0.0004995
1640667822,0.015631999999999986
1640667837,0.015631999999999986
1640667852,0.015631999999999986
1640667867,0.0004995
1640667882,0.015631999999999986
1640667897,0.015631999999999986
1640667912,0.015631999999999986
1640667927,0.0004995
1640667942,0.015631999999999986
1640667957,0.015631999999999986
1640667972,0.015631999999999986
1640667987,0.0004995
1640668002,0.030527999999999944
1640668017,0.030527999999999944
1640668032,0.030527999999999916
1640668047,0.0004995
1640668062,0.03044800000000006
1640668077,0.030447999999999895
1640668092,0.03044800000000006
1640668107,0.0004995
1640668122,0.015751999999999974
1640668137,0.015751999999999974
1640668152,0.015751999999999974
1640668167,0.0305440000000001
1640668182,0.031248000000000036
1640668197,0.031248000000000074
1640668212,0.030512000000000136
1640668227,0.0004995
1640668242,0.030528
1640668257,0.030527999999999944
1640668272,0.030527999999999944
1640668287,0.0004995
1640668302,0.015631999999999986
1640668317,0.015631999999999986
1640668332,0.015631999999999986
1640668347,0.0004995
1640668362,0.03051199999999987
1640668377,0.03051199999999987
1640668392,0.03051199999999987
1640668407,0.0004995
1640668422,0.06105599999999983
1640668437,0.06105599999999989
1640668452,0.061056
1640668467,0.0004995
1640668482,0.015632000000000035
1640668497,0.015631999999999986
1640668512,0.015631999999999986
1640668527,0.0004995
1640668542,0.030527999999999944
1640668557,0.030527999999999944
1640668572,0.030527999999999944
1640668587,0.0004995
1640668602,0.030527999999999944
1640668617,0.030527999999999944
1640668632,0.030527999999999944
1640668647,0.0004995
1640668662,0.03047999999999995
1640668677,0.03047999999999995
1640668692,0.03047999999999995
1640668707,0.0004995
1640668722,0.03052800000000001
1640668737,0.030527999999999944
1640668752,0.030528
1640668767,0.0004995
1640668782,0.030527999999999944
1640668797,0.03052800000000001
1640668812,0.030528
1640668827,0.0004995
1640668842,0.030528
1640668857,0.030527999999999944
1640668872,0.030527999999999944
1640668887,0.0004995
1640668902,0.015631999999999986
1640668917,0.01563199999999998
1640668932,0.015631999999999986
1640668947,0.0004995
1640668962,0.01562799999999996
1640668977,0.015627999999999965
1640668992,0.015627999999999965
1640669007,0.0004995
1640669022,0.015631999999999986
1640669037,0.015631999999999986
1640669052,0.015631999999999986
1640669067,0.0004995
1640669082,0.015631999999999986
1640669097,0.015631999999999986
1640669112,0.015631999999999986
1640669127,0.0004995
1640669142,0.030527999999999944
1640669157,0.030527999999999944
1640669172,0.030527999999999944
1640669187,0.0004995
