timestamp,batch_get,get
1640667507,0.0013096887208425452,0.0018579999999999998
1640667522,0.0014076342797189239,0.001882
1640667537,0.0012944777616903955,0.005986666666666659
1640667552,0.0013308766152865556,0.0065200000000000076
1640667567,0.0013333521444695426,0.0067466666666666664
1640667582,0.0015676019900497627,0.003515000000000004
1640667597,0.0018450126368997496,0.003528
1640667612,0.0028899835255354017,0.003875999999999998
1640667627,0.0029916772151899096,0.003913333333333331
1640667642,0.0022363194444444665,0.003973333333333332
1640667657,0.001532955032119909,0.0036200000000000017
1640667672,0.0013673118279570026,0.006099999999999976
1640667687,0.0012930453563714907,0.006160000000000009
1640667702,0.0013644676409185767,0.006100000000000008
1640667717,0.001351175278622073,0.003049999999999988
1640667732,0.001369299163179918,0.002099999999999976
1640667747,0.0013131872946330824,0.0021600000000000018
1640667762,0.001359825708060985,0.002100000000000012
1640667777,0.0013694117647059002,0.0033666666666666628
1640667792,0.00137205794205795,0.0035249999999999965
1640667807,0.0013833026584866845,0.003632000000000001
1640667822,0.001429113149847089,0.003049999999999988
1640667837,0.0014106993736951881,0.004199999999999952
1640667852,0.001327113187954296,0.004199999999999952
1640667867,0.0012873362930077687,0.004320000000000019
1640667882,0.001307379619260897,0.002099999999999976
1640667897,0.001366584216725537,0.002099999999999976
1640667912,0.0014330552423900663,0.012199999999999952
1640667927,0.0014942013129102861,0.012320000000000018
1640667942,0.0014668280123583972,0.012199999999999952
1640667957,0.0013897058823529448,0.0033666666666666628
1640667972,0.0013243073593073808,0.0035249999999999965
1640667987,0.0013441235955056192,0.003386666666666672
1640668002,0.0013856526674234063,0.0035249999999999965
1640668017,0.0014725055679287238,0.0037285714285714266
1640668032,0.0014865011037527372,0.003683333333333331
1640668047,0.0014970382165604926,0.0036320000000000024
1640668062,0.0014304418103448307,0.0019993333333333343
1640668077,0.0014769740932642507,0.001946842105263158
1640668092,0.001493613537117921,0.007980000000000029
1640668107,0.0015193107221006684,0.008640000000000038
1640668122,0.0014720421753606997,0.007980000000000029
1640668137,0.0014451809720786206,0.003711428571428571
1640668152,0.0014754067971163801,0.0036633333333333327
1640668167,0.001504888888888914,0.003534999999999999
1640668182,0.0015279166666666805,0.0019988888888888886
1640668197,0.0014833813747228254,0.003319999999999999
1640668212,0.001521664964249253,0.003596000000000001
1640668227,0.0015215392254220445,0.0036320000000000024
1640668242,0.0015206401551891232,0.004200000000000012
1640668257,0.0014369999999999993,0.004199999999999952
1640668272,0.0013994360086767828,0.004199999999999952
1640668287,0.0014465656565656447,0.0021600000000000096
1640668302,0.0014685139318885397,0.002099999999999976
1640668317,0.00141532550693703,0.0035249999999999965
1640668332,0.0013823011664899324,0.003619999999999997
1640668347,0.0013693633369923435,0.003693333333333336
1640668362,0.0014025511302475692,0.003049999999999988
1640668377,0.001387174840085293,0.002099999999999976
1640668392,0.0014087540628385515,0.0019499999999999995
1640668407,0.0014104883462819357,0.001938666666666666
1640668422,0.0014393895671476118,0.0030499999999999963
1640668437,0.001396371882086165,0.003049999999999988
1640668452,0.0013953318584070758,0.003366666666666669
1640668467,0.00143385113268608,0.002160000000000005
1640668482,0.0014330857740585872,0.0033666666666666628
1640668497,0.001414999999999997,0.003049999999999988
1640668512,0.0013942169907881273,0.003049999999999988
1640668527,0.0014470630081300847,0.0019342857142857143
1640668542,0.0014507019328585998,0.002099999999999976
1640668557,0.00143250526315789,0.003049999999999988
1640668572,0.0013994013303769409,0.0035249999999999965
1640668587,0.0014593552036199129,0.006160000000000009
1640668602,0.0014178515185601709,0.006099999999999976
1640668617,0.0013830752916224928,0.006099999999999976
1640668632,0.0013610565635005236,0.003619999999999997
1640668647,0.00136321693121692,0.0036320000000000024
1640668662,0.0014107028753993448,0.0030099999999999953
1640668677,0.0013881778741865586,0.0019504999999999995
1640668692,0.0013505561861520804,0.0019549999999999997
1640668707,0.0013385894495412907,0.001964615384615384
1640668722,0.001368393839383899,0.0019547619047619053
1640668737,0.0014328678839957039,0.002099999999999976
1640668752,0.0014273022751895995,0.003366666666666669
1640668767,0.0014271367061356238,0.0035400000000000036
1640668782,0.0014256016597510115,0.0033666666666666628
1640668797,0.00139926238145416,0.004200000000000016
1640668812,0.0014224973432518404,0.004200000000000012
1640668827,0.001407712053571427,0.004320000000000019
1640668842,0.0013779180509413023,0.0035250000000000012
1640668857,0.001371310190369535,0.003762499999999998
1640668872,0.001351236203090496,0.0035249999999999965
1640668887,0.0014234782608695657,0.0035400000000000036
1640668902,0.001366097023153254,0.002099999999999976
1640668917,0.0013477354260089845,0.002100000000000004
1640668932,0.0013259602649006432,0.002099999999999976
1640668947,0.0013892432432432672,0.0021600000000000096
1640668962,0.0014322916666666726,0.0030499999999999963
1640668977,0.0013902918069584635,0.003049999999999988
1640668992,0.0013582955899880881,0.0033666666666666628
1640669007,0.0013392812887236755,0.0030800000000000007
1640669022,0.0013259416767922316,0.0033666666666666628
1640669037,0.0012750692840646904,0.002099999999999976
1640669052,0.0012872436604189582,0.0033666666666666628
1640669067,0.001367744994731268,0.006160000000000009
1640669082,0.0013984008528784794,0.006099999999999976
