timestamp,172.17.16.11:10080
1640672832,4
1640672847,4
1640672862,4
1640672877,4
1640672892,4
1640672907,4
1640672922,4
1640672937,4
1640672952,4
1640672967,4
1640672982,4
1640672997,4
1640673012,4
1640673027,4
1640673042,4
1640673057,4
1640673072,4
1640673087,4
1640673102,4
1640673117,4
1640673132,4
1640673147,4
1640673162,4
1640673177,4
1640673192,4
1640673207,4
1640673222,4
1640673237,4
1640673252,4
1640673267,4
1640673282,4
1640673297,4
1640673312,4
1640673327,4
1640673342,4
1640673357,4
1640673372,4
1640673387,4
1640673402,4
1640673417,4
1640673432,4
1640673447,4
1640673462,4
1640673477,4
1640673492,4
1640673507,4
1640673522,4
1640673537,4
1640673552,4
1640673567,4
1640673582,4
1640673597,4
1640673612,4
1640673627,4
1640673642,4
1640673657,4
1640673672,4
1640673687,4
1640673702,4
1640673717,4
1640673732,4
1640673747,4
1640673762,4
1640673777,4
1640673792,4
1640673807,4
1640673822,4
1640673837,4
1640673852,4
1640673867,4
1640673882,4
1640673897,4
1640673912,4
1640673927,4
1640673942,4
1640673957,4
1640673972,4
1640673987,4
1640674002,4
1640674017,4
1640674032,4
1640674047,4
1640674062,4
1640674077,4
1640674092,4
1640674107,4
1640674122,4
1640674137,4
1640674152,4
1640674167,4
1640674182,4
1640674197,4
1640674212,4
1640674227,4
1640674242,4
1640674257,4
1640674272,4
1640674287,4
1640674302,4
1640674317,4
1640674332,4
1640674347,4
1640674362,4
1640674377,4
1640674392,4
1640674407,4
1640674422,4
1640674437,4
1640674452,4
1640674467,4
1640674482,4
1640674497,4
1640674512,4
1640674527,4
1640674542,4
1640674557,4
1640674572,4
1640674587,4
1640674602,4
1640674617,4
1640674632,4
1640674647,4
1640674662,4
1640674677,4
