timestamp,172.17.16.11:10080
1640673747,34807808
1640673762,34013184
1640673777,32735232
1640673792,31080448
1640673807,32022528
1640673822,31145984
1640673837,35094528
1640673852,37847040
1640673867,31973376
1640673882,31137792
1640673897,30998528
1640673912,31440896
1640673927,32399360
1640673942,30670848
1640673957,31596544
1640673972,33759232
1640673987,31678464
1640674002,33882112
1640674017,31571968
1640674032,33169408
1640674047,31727616
1640674062,36069376
1640674077,34373632
1640674092,32784384
1640674107,34193408
1640674122,37396480
1640674137,34258944
1640674152,31318016
1640674167,36052992
1640674182,32120832
1640674197,32022528
1640674212,31039488
1640674227,31064064
1640674242,33521664
1640674257,33144832
1640674272,35749888
1640674287,30842880
1640674302,37462016
1640674317,31866880
1640674332,31490048
1640674347,33005568
1640674362,36102144
1640674377,38526976
1640674392,31096832
1640674407,37224448
1640674422,35807232
1640674437,37937152
1640674452,32858112
1640674467,32694272
1640674482,34267136
1640674497,32210944
1640674512,37765120
1640674527,32579584
1640674542,33570816
1640674557,36626432
1640674572,31940608
1640674587,34807808
1640674602,31039488
1640674617,32325632
1640674632,35831808
1640674647,34668544
1640674662,31252480
1640674677,31801344
