timestamp,172.17.16.11:10080
1640667492,23781376
1640667507,33144832
1640667522,32260096
1640667537,28680192
1640667552,30932992
1640667567,30203904
1640667582,154886144
1640667597,33939456
1640667612,32882688
1640667627,30179328
1640667642,29196288
1640667657,30539776
1640667672,29466624
1640667687,34701312
1640667702,33792000
1640667717,29769728
1640667732,35954688
1640667747,34586624
1640667762,37617664
1640667777,30711808
1640667792,29433856
1640667807,31703040
1640667822,35094528
1640667837,29827072
1640667852,30449664
1640667867,32727040
1640667882,31342592
1640667897,35405824
1640667912,33259520
1640667927,29868032
1640667942,29163520
1640667957,30179328
1640667972,29933568
1640667987,30187520
1640668002,29589504
1640668017,29409280
1640668032,36765696
1640668047,32718848
1640668062,36134912
1640668077,36782080
1640668092,30646272
1640668107,30015488
1640668122,29696000
1640668137,31555584
1640668152,33234944
1640668167,37822464
1640668182,34676736
1640668197,37437440
1640668212,30949376
1640668227,30343168
1640668242,30384128
1640668257,31678464
1640668272,33136640
1640668287,29736960
1640668302,33144832
1640668317,33202176
1640668332,34193408
1640668347,37642240
1640668362,35684352
1640668377,31432704
1640668392,37199872
1640668407,36438016
1640668422,29761536
1640668437,33898496
1640668452,31571968
1640668467,30007296
1640668482,36298752
1640668497,36716544
1640668512,32538624
1640668527,29802496
1640668542,34709504
1640668557,30253056
1640668572,32399360
1640668587,33857536
1640668602,30728192
1640668617,30187520
1640668632,36372480
1640668647,33456128
1640668662,30187520
1640668677,35725312
1640668692,30097408
1640668707,37519360
1640668722,31211520
1640668737,32030720
1640668752,30564352
1640668767,31563776
1640668782,30990336
1640668797,37658624
1640668812,30629888
1640668827,36020224
1640668842,30556160
1640668857,37568512
1640668872,35192832
1640668887,31416320
1640668902,29777920
1640668917,33234944
1640668932,32972800
1640668947,37437440
1640668962,35864576
1640668977,30277632
1640668992,35414016
1640669007,30949376
1640669022,37273600
1640669037,37707776
1640669052,30253056
1640669067,31301632
1640669082,35282944
1640669097,30613504
1640669112,31268864
1640669127,37601280
1640669142,31367168
1640669157,36544512
1640669172,32555008
1640669187,30908416
1640669202,31768576
1640669217,31686656
1640669232,32055296
1640669247,33775616
1640669262,29794304
1640669277,30334976
1640669292,31637504
1640669307,33710080
1640669322,30384128
1640669337,32677888
1640669352,36134912
1640669367,31318016
1640669382,31055872
1640669397,34668544
1640669412,30072832
1640669427,33685504
1640669442,36806656
1640669457,30744576
1640669472,34627584
1640669487,31105024
1640669502,31023104
1640669517,34340864
1640669532,30318592
1640669547,34627584
1640669562,30973952
1640669577,31252480
1640669592,33341440
1640669607,37699584
1640669622,36118528
1640669637,30605312
1640669652,37617664
1640669667,32915456
1640669682,30998528
1640669697,35061760
1640669712,33751040
1640669727,34750464
1640669742,31481856
1640669757,33136640
1640669772,32251904
1640669787,30867456
1640669802,34160640
1640669817,33128448
1640669832,36741120
1640669847,35643392
1640669862,30982144
1640669877,36503552
1640669892,30367744
1640669907,31096832
1640669922,34144256
1640669937,31555584
1640669952,30752768
1640669967,35512320
1640669982,34439168
1640669997,31539200
1640670012,35463168
1640670027,36012032
1640670042,36691968
1640670057,31858688
1640670072,31629312
1640670087,31424512
1640670102,30400512
1640670117,32636928
1640670132,31006720
1640670147,35782656
1640670162,30408704
1640670177,34111488
1640670192,34897920
1640670207,31023104
1640670222,37765120
1640670237,34971648
1640670252,32268288
1640670267,37552128
1640670282,31989760
1640670297,31604736
1640670312,34955264
1640670327,31055872
1640670342,31907840
1640670357,35291136
1640670372,31907840
1640670387,32317440
1640670402,31236096
1640670417,31039488
1640670432,32358400
1640670447,30212096
1640670462,35872768
1640670477,33382400
1640670492,34848768
1640670507,32219136
1640670522,35921920
1640670537,31498240
1640670552,34873344
1640670567,30957568
1640670582,30449664
1640670597,32522240
1640670612,35389440
1640670627,31358976
1640670642,30916608
1640670657,37601280
1640670672,35536896
1640670687,35258368
1640670702,30851072
1640670717,38010880
1640670732,37584896
1640670747,33013760
1640670762,30728192
1640670777,32931840
1640670792,35553280
1640670807,37814272
1640670822,31047680
1640670837,31064064
1640670852,38256640
1640670867,36380672
1640670882,32563200
1640670897,31440896
1640670912,32612352
1640670927,35807232
1640670942,30474240
1640670957,35004416
1640670972,30482432
1640670987,32161792
1640671002,37634048
1640671017,37109760
1640671032,33800192
1640671047,30572544
1640671062,32555008
1640671077,38281216
1640671092,34029568
1640671107,34504704
1640671122,34373632
1640671137,30834688
1640671152,32481280
1640671167,35315712
1640671182,36519936
1640671197,32120832
1640671212,33153024
1640671227,31670272
1640671242,37625856
1640671257,35176448
1640671272,31571968
1640671287,37552128
1640671302,31301632
1640671317,34791424
1640671332,32194560
1640671347,30924800
1640671362,35651584
1640671377,36110336
1640671392,30932992
1640671407,30908416
1640671422,35348480
1640671437,37625856
1640671452,37904384
1640671467,31113216
1640671482,35684352
1640671497,30507008
1640671512,29966336
1640671527,32350208
1640671542,32579584
1640671557,30547968
1640671572,30203904
1640671587,37380096
1640671602,31031296
1640671617,31023104
1640671632,31653888
1640671647,30171136
1640671662,33488896
1640671677,30613504
1640671692,37732352
1640671707,33472512
1640671722,30392320
1640671737,37822464
1640671752,33161216
1640671767,32112640
1640671782,32432128
1640671797,35487744
1640671812,30564352
1640671827,34078720
1640671842,32907264
1640671857,32391168
1640671872,36225024
1640671887,37724160
1640671902,32178176
1640671917,32907264
1640671932,36315136
1640671947,33636352
1640671962,32538624
1640671977,34160640
1640671992,31285248
1640672007,37412864
1640672022,32784384
1640672037,37011456
1640672052,30482432
1640672067,31268864
1640672082,31547392
1640672097,34283520
1640672112,35831808
1640672127,36069376
1640672142,37576704
1640672157,32014336
1640672172,34471936
1640672187,33529856
1640672202,37462016
1640672217,31776768
1640672232,30654464
1640672247,36405248
1640672262,31440896
1640672277,35151872
1640672292,34529280
1640672307,36036608
1640672322,30760960
1640672337,35291136
1640672352,35241984
1640672367,31334400
1640672382,34136064
1640672397,35127296
1640672412,32153600
1640672427,32645120
1640672442,31604736
1640672457,33775616
1640672472,30867456
1640672487,30621696
1640672502,31744000
1640672517,37683200
1640672532,37601280
1640672547,34349056
1640672562,37404672
1640672577,31825920
1640672592,33251328
1640672607,37625856
1640672622,34381824
1640672637,33587200
1640672652,34430976
1640672667,30605312
1640672682,36765696
1640672697,34906112
1640672712,35782656
1640672727,31375360
1640672742,36249600
1640672757,31858688
1640672772,32079872
1640672787,31145984
1640672802,32489472
1640672817,31571968
1640672832,34447360
1640672847,32399360
1640672862,32997376
1640672877,37625856
1640672892,31555584
1640672907,32079872
1640672922,31195136
1640672937,31416320
1640672952,37855232
1640672967,31637504
1640672982,31358976
1640672997,36536320
1640673012,33816576
1640673027,30588928
1640673042,32227328
1640673057,34209792
1640673072,33939456
1640673087,33488896
1640673102,36028416
1640673117,38100992
1640673132,31612928
1640673147,31236096
1640673162,30687232
1640673177,31719424
1640673192,36397056
1640673207,31907840
1640673222,32899072
1640673237,31580160
1640673252,37494784
1640673267,38281216
1640673282,33357824
1640673297,33357824
1640673312,32587776
1640673327,35831808
1640673342,31776768
1640673357,31473664
1640673372,32227328
1640673387,33300480
1640673402,34242560
1640673417,34766848
1640673432,34316288
1640673447,37707776
1640673462,31260672
1640673477,37273600
1640673492,30212096
1640673507,31260672
1640673522,31629312
1640673537,33292288
1640673552,36020224
1640673567,34791424
1640673582,32391168
1640673597,32047104
1640673612,30867456
1640673627,31588352
1640673642,32251904
1640673657,35397632
1640673672,32595968
1640673687,36126720
1640673702,35397632
1640673717,33857536
1640673732,34832384
