timestamp,172.17.16.13:20180,172.17.16.14:20180,172.17.16.15:20180
1640667492,0.000495,0.0005230000000000049,0.0034800000000000005
1640667507,0.000495,0.0006472727272727195,0.0004988446601941746
1640667522,0.000495,0.0006409090909090913,0.0004979909365558912
1640667537,0.000495,0.0006427272727272828,0.0004979333333333334
1640667552,0.000495,0.0006413636363636285,0.0004979376854599406
1640667567,0.000495,0.0006418181818181734,0.0004979376854599406
1640667582,0.0004950000000000001,0.0006400000000000023,0.0004979420505200594
1640667597,0.0004953021978021979,0.0004970983467571003,0.0004976083138173303
1640667612,0.0004963819796954315,0.0004972251736820596,0.0004962656609562771
1640667627,0.0004963809282272381,0.0004972251736820596,0.000496264690853347
1640667642,0.0004963809282272382,0.0004972233564720294,0.0004962646908533469
1640667657,0.0004963795287560172,0.0004968965517241379,0.0004962633996937213
1640667672,0.0004963796247819776,0.0004968956972291057,0.0004962360313867036
1640667687,0.0004963795669265118,0.0004968956972291056,0.0004962379825975409
1640667702,0.0004963795169233471,0.0004968939905469278,0.0004962396682646272
1640667717,0.0004963780767501814,0.0004968939905469278,0.0004962398726624127
1640667732,0.0004963773412321053,0.0004968931383577054,0.0004962405408153938
1640667747,0.0004963773072375015,0.0004968931383577053,0.000496241679913214
1640667762,0.0004963772768717106,0.0004968905863850819,0.0004962427039485569
1640667777,0.0004963751625945761,0.000496890586385082,0.0004957728337236535
1640667792,0.0004965381355932204,0.0004959205632306057,0.0004958656368405712
1640667807,0.0004966224672228844,0.000495924,0.0004959046603716114
1640667822,0.0004966287765480108,0.0004959230154501864,0.0004959082568807339
1640667837,0.0004966282894736842,0.0004959237536656891,0.0004959079792112504
1640667852,0.0004966273161984458,0.0004959232613908872,0.0004959074243813016
1640667867,0.0004966273161984458,0.000495924246465724,0.0004959074243813016
1640667882,0.0004971181001283697,0.0004997596153846153,0.0004952211796246649
1640667897,0.000495,0.000495,0.000495
1640667912,0.000495,0.000495,0.000495
1640667927,0.000495,0.000495,0.000495
1640667942,0.000495,0.000495,0.000495
1640667957,0.000495,0.000495,0.000495
1640667972,0.000495,0.000495,0.000495
1640667987,0.000495,0.000495,0.000495
1640668002,0.000495,0.000495,0.000495
1640668017,0.000495,0.000495,0.000495
1640668032,0.000495,0.000495,0.000495
1640668047,0.000495,0.000495,0.000495
1640668062,0.000495,0.000495,0.000495
1640668077,0.0004950000000000001,0.0004950000000000001,0.0004950000000000001
1640668092,0.000495,0.000495,0.000495
1640668107,0.000495,0.0004950000000000001,0.000495
1640668122,0.0004950000000000001,0.003139999999999998,0.0004950000000000001
1640668137,0.000495,0.0031800000000000014,0.000495
1640668152,0.000495,0.0031199999999999887,0.000495
1640668167,0.000495,0.0031599999999999927,0.000495
1640668182,0.000495,0.003019999999999994,0.000495
1640668197,0.000495,0.0030599999999999994,0.000495
1640668212,0.000495,0.003019999999999994,0.000495
1640668227,0.000495,0.0030999999999999977,0.000495
1640668242,0.0004950000000000001,0.003020000000000004,0.000495
1640668257,0.000495,0.0030599999999999985,0.000495
1640668272,0.000495,0.003019999999999994,0.000495
1640668287,0.000495,0.003099999999999991,0.000495
1640668302,0.0004950000000000001,0.003020000000000004,0.0004950000000000001
1640668317,0.000495,0.0030599999999999985,0.000495
1640668332,0.000495,0.0030199999999999992,0.000495
1640668347,0.000495,0.0032999999999999965,0.000495
1640668362,0.000495,0.003179999999999998,0.000495
1640668377,0.0004950000000000001,0.003239999999999995,0.0004950000000000001
1640668392,0.000495,0.003180000000000011,0.000495
1640668407,0.000495,0.000495,0.000495
1640668422,0.000495,0.000495,0.000495
1640668437,0.000495,0.000495,0.000495
1640668452,0.0004950000000000001,0.0004950000000000001,0.000495
1640668467,0.000495,0.000495,0.000495
1640668482,0.000495,0.000495,0.000495
1640668497,0.000495,0.000495,0.000495
1640668512,0.000495,0.000495,0.000495
1640668527,0.000495,0.000495,0.000495
1640668542,0.000495,0.000495,0.000495
1640668557,0.000495,0.000495,0.000495
1640668572,0.000495,0.000495,0.000495
1640668587,0.000495,0.000495,0.000495
1640668602,0.000495,0.000495,0.000495
1640668617,0.000495,0.000495,0.000495
1640668632,0.000495,0.000495,0.000495
1640668647,0.000495,0.000495,0.000495
1640668662,0.000495,0.0004950000000000001,0.000495
1640668677,0.000495,0.000495,0.000495
1640668692,0.0004950000000000001,0.0004950000000000001,0.0004950000000000001
1640668707,0.0004950000000000001,0.000495,0.000495
1640668722,0.000495,0.0004950000000000001,0.000495
1640668737,0.000495,0.000495,0.000495
1640668752,0.0004950000000000001,0.000495,0.0004950000000000001
1640668767,0.000495,0.000495,0.0004950000000000001
1640668782,0.000495,0.0004950000000000001,0.000495
1640668797,0.000495,0.000495,0.000495
1640668812,0.0004950000000000001,0.0004950000000000001,0.0004950000000000001
1640668827,0.0004950000000000001,0.000495,0.0004950000000000001
1640668842,0.000495,0.0004950000000000001,0.000495
1640668857,0.000495,0.000495,0.000495
1640668872,0.0004950000000000001,0.0004950000000000001,0.000495
1640668887,0.0004950000000000001,0.000495,0.0004950000000000001
1640668902,0.000495,0.000495,0.000495
1640668917,0.000495,0.000495,0.000495
1640668932,0.0004950000000000001,0.0004950000000000001,0.0004950000000000001
1640668947,0.0004950000000000001,0.000495,0.0004950000000000001
1640668962,0.000495,0.000495,0.000495
1640668977,0.000495,0.000495,0.000495
1640668992,0.000495,0.000495,0.000495
1640669007,0.000495,0.000495,0.000495
1640669022,0.000495,0.000495,0.000495
1640669037,0.000495,0.000495,0.000495
1640669052,0.000495,0.000495,0.000495
