timestamp,number_db_next,number_db_next_found,number_db_prev,number_db_prev_found,number_db_seek,number_db_seek_found
1640668407,15.266755563457494,14.800055313558735,0,0,2270.601396667358,2288.825398800881
1640668422,29.175836180885426,28.642543337845957,0,0,2850.5023311439973,2849.146831881381
1640668437,28.444444444444446,28.02222222222222,0,0,2277.9111111111106,2275.6666666666665
1640668452,28.754254874137178,28.3098390698026,0,0,2853.94321662028,2837.210936057344
1640668467,14.845455871829213,14.467645004723332,0,0,2273.446373992848,2284.6030066824046
1640668482,28.755555555555556,28.31111111111111,0,0,2863.5999614840493,2844.4444444444443
1640668497,14.867349661466534,14.511770894508958,0,0,2301.7310887353638,2277.107299002287
1640668512,14.954631172736633,14.510188209674912,0,0,2888.6885659474556,2868.4442133487396
1640668527,1.0222222222222221,0.6666666666666666,0,0,2287.333383707062,2311.666666666667
1640668542,28.11111111111111,27.688888888888886,0,0,2861.6888888888884,2869.644444444444
1640668557,28.757404567711923,28.40184604899586,0,0,2273.15581779526,2285.44465186568
1640668572,42.733333333333334,42.24444444444444,0,0,2866.8888888888887,2856.222222222222
1640668587,14.933333333333334,14.555555555555554,0,0,2278.333333333333,2291.9777777777776
1640668602,28.133333333333333,27.688888888888886,0,0,2862.4444444444443,2846.5333333333333
1640668617,14.955482967802148,14.59994963298743,0,0,2289.0032664489036,2277.003936033894
1640668632,28.91111111111111,28.444444444444443,0,0,2866.2666666666664,2850.5111111111105
1640668647,14.955555555555556,14.599999999999998,0,0,2293.0666666666666,2291.4444444444443
1640668662,28.11113629797542,27.688888888888886,0,0,2869.2353801364534,2851.6787578431154
1640668677,15.066666666666666,14.688888888888888,0,0,2305.2,2299.2
1640668692,29.466666666666665,28.911111111111108,0,0,2885.5777777777776,2876.9111111111106
1640668707,15.533333333333331,15.066666666666665,0,0,2306.6666666666665,2319.111111111111
1640668722,28.577777777777776,28.066666666666663,0,0,2883.533333333333,2890.0666666666666
1640668737,15.066666666666666,14.688888888888888,0,0,2297.9333333333334,2309.3555555555554
1640668752,28.976434632512465,28.53202771568422,0,0,2872.90044834586,2870.65609772265
1640668767,15.022222222222222,14.688888888888888,0,0,2293.488888888889,2282.4444444444443
1640668782,28.08888888888889,27.688888888888886,0,0,2868.511111111111,2863.244444444444
1640668797,15.08961386421058,14.734027688693198,0,0,2308.338242408334,2289.9367558541167
1640668812,29.044444444444444,28.577777777777776,0,0,2904.577777777777,2884.577777777778
1640668827,15.088888888888889,14.733333333333333,0,0,2328.7777777777774,2312.0444444444447
1640668842,14.244444444444445,13.844444444444443,0,0,2904.5555812357093,2891.3777777777777
1640668857,1.2666666666666666,0.9333333333333333,0,0,2306.4883645143614,2311.977404494215
1640668872,29.0864239228118,28.619761206411287,0,0,2896.977347198767,2894.6885649670644
1640668887,29,28.62222222222222,0,0,2299.8888888888882,2328.622222222222
1640668902,41.983325184098625,41.53887184957994,0,0,2897.022835637344,2888.133822287416
1640668917,15.179010479943894,14.8234529489041,0,0,2319.778127438488,2306.8446953309426
1640668932,15.266666666666667,14.822222222222221,0,0,2906.155555555555,2895.3777777777777
1640668947,15.177777777777777,14.822222222222221,0,0,2300.8666666666663,2332.1555555555556
1640668962,28.11111111111111,27.688888888888886,0,0,2881.3111111111107,2886.5555555555557
1640668977,29.155555555555555,28.755555555555553,0,0,2310.7333333333336,2297.311111111111
1640668992,29.244444444444444,28.755555555555553,0,0,2906.7777777777774,2882.288888888889
1640669007,15.8,15.333333333333332,0,0,2324.866666666667,2328.7111111111108
1640669022,28.62215112375084,28.111111111111107,0,0,2902.0183434056166,2906.9505707627286
1640669037,15.777777777777779,15.333333333333332,0,0,2327.3999999999996,2322.4444444444443
1640669052,29.22222222222222,28.755555555555553,0,0,2901.7999999999997,2895.4222222222224
1640669067,15.266915599810337,14.911300774458669,0,0,2320.1672000948315,2312.321669037459
1640669082,14.222222222222223,13.844444444444443,0,0,2889.0888888888885,2893.3777777777777
1640669097,15.28888888888889,14.955555555555554,0,0,2310.777727410765,2310.6
1640669112,15.377777777777778,14.955555555555554,0,0,2894.1333333333328,2891.6888888888884
1640669127,15.332408950514411,14.954632654119356,0,0,2306.844182239702,2312.044256308838
1640669142,28.133315556345647,27.688888888888886,0,0,2893.693882251489,2903.471123752525
1640669157,29.244444444444444,28.84444444444444,0,0,2302.4222222222215,2326.288888888889
1640669172,43.180551296012325,42.691657962382685,0,0,2901.200322984495,2890.489149647013
1640669187,15.355621731336209,15.00005136030737,0,0,2306.057838619988,2315.147203579418
1640669202,28.11111111111111,27.688888888888886,0,0,2909.133333333333,2884.0444444444443
1640669217,15.4,15.044444444444443,0,0,2328.1777777777775,2329.6444444444446
1640669232,29.355555555555558,28.888888888888886,0,0,2909.2444187665733,2870.7999999999997
1640669247,15.4,15.044444444444443,0,0,2313.5333333333333,2305.6666666666665
1640669262,28.08888888888889,27.688888888888886,0,0,2898.7777777777774,2878.4
1640669277,15.488888888888889,15.133333333333333,0,0,2327.688941236894,2338.022222222222
1640669292,29.488888888888887,28.977777777777774,0,0,2901.644444444444,2916.222222222222
1640669307,15.555555555555554,15.133333333333333,0,0,2314.688888888889,2319.733333333333
1640669322,14.799930869552387,14.311080002073934,0,0,2888.1436978432866,2891.8766302252643
1640669337,15.999383731093431,15.59938471870386,0,0,2318.466498772894,2304.5554360546935
1640669352,29.977777777777778,29.444444444444443,0,0,2892.9999999999995,2898.4444444444443
1640669367,29.37785086744596,28.97783506427446,0,0,2317.236169509888,2317.1473013615423
1640669382,28.134565980710253,27.690119560869373,0,0,2903.333502234008,2895.466828649174
1640669397,15.533333333333333,15.177777777777777,0,0,2322.9555219768004,2319.9555555555553
1640669412,15.600077040461057,15.177837039670898,0,0,2894.1283849652573,2894.3729271918255
1640669427,1.6444444444444444,1.3333333333333333,0,0,2304.533383707062,2303.7555555555555
1640669442,28.08888888888889,27.688888888888886,0,0,2881.6444701245982,2879.9111111111106
1640669457,28.044430617898463,27.688888888888886,0,0,2313.4307225851694,2305.4976717084182
1640669472,29.533333333333335,29.066666666666663,0,0,2903.222222222222,2896.6666666666665
1640669487,15.577777777777778,15.222222222222221,0,0,2317.9111111111106,2321.9777777777776
1640669502,29.533413336889048,29.066727903956224,0,0,2912.0403050012096,2907.1290437599696
1640669517,29.511111111111113,29.111111111111107,0,0,2314.1777777777775,2340.9777777777776
1640669532,29.6,29.111111111111107,0,0,2916.9999999999995,2905.8888888888887
1640669547,15.622222222222224,15.266666666666666,0,0,2311.511111111111,2328.5333333333333
1640669562,14.244444444444445,13.844444444444443,0,0,2910.6888888888884,2892.488888888889
1640669577,14.154939286648988,13.843829163148305,0,0,2303.977602970732,2308.8443239559724
1640669592,16.377752099906672,15.86664395162684,0,0,2895.3777432114125,2870.5111051854483
1640669607,16.288888888888888,15.866666666666665,0,0,2304.311111111111,2299.422222222222
1640669622,16.40061632368846,15.867282002656909,0,0,2901.622426675753,2882.4890548221892
1640669637,14.177763951231798,13.844444444444443,0,0,2316.230631727995,2310.0974662854496
1640669652,42,41.53333333333333,0,0,2891.7332948173826,2884.688888888889
1640669667,29.57777777777778,29.199999999999996,0,0,2309.844444444444,2322.133333333333
1640669682,29.640215983390995,29.195760672883576,0,0,2890.349736674595,2897.305822593678
1640669697,15.711111111111112,15.355555555555554,0,0,2322.6667170403953,2320.422222222222
1640669712,15.822222222222223,15.399999999999999,0,0,2892.044444444444,2891.9777777777776
1640669727,15.757545041872552,15.402015655985185,0,0,2309.018004968899,2310.950833120541
1640669742,29.68888888888889,29.244444444444444,0,0,2883.7999999999997,2883.6666666666665
1640669757,29.666580744559504,29.28881778093813,0,0,2308.3420598590683,2297.831346754959
1640669772,43.62213234967335,43.13326222538257,0,0,2898.093659047252,2879.7388521004004
1640669787,15.822222222222223,15.444444444444443,0,0,2305.355555555555,2312.6666666666665
1640669802,28.13335111190127,27.688888888888886,0,0,2892.661665950585,2879.6389340760825
1640669817,15.86693336889363,15.489108177386614,0,0,2303.6398601294986,2312.4635047635984
1640669832,29.777686917618478,29.333260250161718,0,0,2911.9819316672347,2884.4275197645543
1640669847,15.844444444444445,15.488888888888887,0,0,2320.6666666666665,2326.511111111111
1640669862,28.11111111111111,27.688888888888886,0,0,2917.5999999999995,2913.733333333333
1640669877,14.177791605552839,13.844444444444443,0,0,2325.9475700154576,2327.6811107654166
1640669892,28.131483086312763,27.68704308601649,0,0,2916.8663081720474,2906.1775155730356
1640669907,14.799999999999999,14.399999999999999,0,0,2322.711111111111,2314.533333333333
1640669922,30.555555555555554,29.977777777777774,0,0,2898.4666666666667,2897.3555555555554
1640669937,16.57870228385596,16.134256357831262,0,0,2321.333586683557,2310.422402975013
1640669952,16.044444444444444,15.577777777777776,0,0,2892.333333333333,2890.622222222222
1640669967,14.155555555555557,13.844444444444443,0,0,2317.733333333333,2306.7555555555555
1640669982,29.866666666666667,29.42222222222222,0,0,2886.822222222222,2908.7555555555555
1640669997,29.8,29.42222222222222,0,0,2324,2325.3777777777777
1640670012,31.68888888888889,31.199999999999996,0,0,2904.31107259516,2915.022222222222
1640670027,15.977777777777778,15.62222222222222,0,0,2314.7111111111108,2317.0666666666666
1640670042,16.044444444444444,15.62222222222222,0,0,2893.3777777777773,2877.911111111111
1640670057,14.177777777777779,13.844444444444443,0,0,2300.933383707062,2304.0666666666666
1640670072,30,29.51111111111111,0,0,2899.3111111111107,2890.3777777777777
1640670087,29.91111111111111,29.51111111111111,0,0,2310.5555555555557,2323.5777777777776
1640670102,29.977777777777778,29.51111111111111,0,0,2901.3111111111107,2895.711111111111
1640670117,14.155555555555557,13.844444444444443,0,0,2320.9111111111106,2312.488888888889
1640670132,16.133333333333333,15.71111111111111,0,0,2910.6444444444437,2901.5333333333333
1640670147,2.1777777777777776,1.8666666666666667,0,0,2318.5110775323565,2324.4
1640670162,16.133333333333333,15.71111111111111,0,0,2895.755555555555,2896.2
1640670177,28.044444444444444,27.688888888888886,0,0,2315.3777777777777,2301.022222222222
1640670192,28.13208301853251,27.68765832629661,0,0,2898.2045933791696,2884.4273587840544
1640670207,16.866666666666667,16.4,0,0,2319.4222222222224,2322.5333333333333
1640670222,16.91111111111111,16.4,0,0,2896.5999999999995,2909.5777777777776
1640670237,30.712446479102773,30.245762033868175,0,0,2311.369360613558,2330.3702327510855
1640670252,43.955555555555556,43.48888888888889,0,0,2891.9111111111106,2882.777777777778
1640670267,30.022222222222222,29.644444444444442,0,0,2307.2443940774315,2306.511111111111
1640670282,16.243828175537875,15.79938471870386,0,0,2910.4220167992526,2888.3109461801696
1640670297,0.31111111111111106,0,0,0,2323.1777777777775,2319
1640670312,16.31111111111111,15.844444444444443,0,0,2903.977816298864,2909.066666666666
1640670327,16.20061632368846,15.845059780434687,0,0,2294.93350716822,2321.5779051908476
1640670342,30.155447906018992,29.68880000395044,0,0,2893.0272066920484,2890.8494466912584
1640670357,16.244444444444444,15.888888888888888,0,0,2320.466633087912,2312.9777777777776
1640670372,30.200000000000003,29.73333333333333,0,0,2916.0888888888885,2898.6
1640670387,16.244550128153843,15.888979757125007,0,0,2322.3252282817507,2326.6143798983653
1640670402,28.08888888888889,27.688888888888886,0,0,2900.155581235709,2893.244444444444
1640670417,30.133333333333333,29.777777777777775,0,0,2317.8666666666663,2305.9777777777776
1640670432,44.111111111111114,43.62222222222222,0,0,2900.022222222222,2902.177777777778
1640670447,30.177777777777777,29.777777777777775,0,0,2310.133333333333,2322.555555555555
1640670462,28.11109432173385,27.688888888888886,0,0,2890.671756810809,2893.027143484981
1640670477,16.37777777777778,16.022222222222222,0,0,2304.4222222222224,2303.6
1640670492,30.355555555555554,29.866666666666664,0,0,2903.4666666666662,2889.3777777777777
1640670507,17.133398526683138,16.66672050099314,0,0,2317.7249038316104,2324.0809023620805
1640670522,28.84444444444444,28.333333333333332,0,0,2912.1999999999994,2899.288888888889
1640670537,17.08872149264123,16.66652149115985,0,0,2308.624173203268,2321.0010191913134
1640670552,30.333333333333336,29.866666666666664,0,0,2904.644482965531,2882.7555555555555
1640670567,16.4,16.022222222222222,0,0,2303.9555555555557,2305.7333333333336
1640670582,28.11113629797542,27.688888888888886,0,0,2897.259469149795,2878.080526849938
1640670597,14.177777777777779,13.844444444444443,0,0,2308.4666666666662,2310.0666666666666
1640670612,16.51031855766055,16.065903247098262,0,0,2897.9180637291947,2899.828975842697
1640670627,16.444444444444443,16.066666666666666,0,0,2314.5333333333333,2322.4666666666667
1640670642,30.37777777777778,29.911111111111108,0,0,2888.244444444444,2900.3777777777773
1640670657,28.02344203066359,27.690119560869373,0,0,2314.8974988921327,2309.3865280185414
1640670672,30.422222222222224,29.955555555555552,0,0,2879.844444444444,2877.4666666666662
1640670687,16.466204526602677,16.110708219773272,0,0,2304.3022870008294,2306.945980961409
1640670702,30.400296329221767,29.955807435394053,0,0,2887.1646652097143,2874.3856428492054
1640670717,14.155555555555557,13.844444444444443,0,0,2315.7998824874153,2311.6666666666665
1640670732,30.444926505452823,30.00041093725304,0,0,2908.9383989252406,2881.222684526632
1640670747,16.533333333333335,16.155555555555555,0,0,2311.0888217343645,2321.2666666666664
1640670762,30.444263715752285,29.999845936196845,0,0,2905.5622864848274,2890.5853150530706
1640670777,14.177777777777779,13.844444444444443,0,0,2313.7555555555555,2313.688888888889
1640670792,28.11111111111111,27.688888888888886,0,0,2905.311180253059,2876.8222222222216
1640670807,17.399260814712765,16.93257044256451,0,0,2318.709548078907,2313.376029540338
1640670822,31.33148456769549,30.77593197490538,0,0,2891.3330252057267,2887.4219807568384
1640670837,17.377532861276528,16.933120018961276,0,0,2310.217286364669,2329.282108257044
1640670852,30.533949643325403,30.08950421120469,0,0,2860.7556632122687,2897.95563654501
1640670867,16.57870228385596,16.245367468942373,0,0,2279.378038535902,2305.4446503840995
1640670882,16.689139775387442,16.244657796742423,0,0,2842.363305380231,2859.453855651366
1640670897,2.799751133232602,2.44422717980624,0,0,2290.6414235017146,2270.6207626154724
1640670912,16.73240895051441,16.28796598745269,0,0,2874.577453354961,2860.4219837196038
1640670927,30.48888888888889,30.13333333333333,0,0,2289.6,2287.8444444444444
1640670942,41.955587163303406,41.53333333333333,0,0,2867.2544068114694,2852.5421222627197
1640670957,28.045060754436513,27.689504211204692,0,0,2276.9111980266225,2287.0445086434015
1640670972,30.666666666666668,30.177777777777774,0,0,2882.4888888888886,2879.4888888888886
1640670987,16.711111111111112,16.333333333333332,0,0,2297.422222222222,2307.4444444444443
1640671002,30.623454869599144,30.17900844975826,0,0,2897.266872107896,2873.0890498836984
1640671017,14.155555555555557,13.844444444444443,0,0,2318.7111111111108,2291.822222222222
1640671032,30.68888888888889,30.22222222222222,0,0,2896.622222222222,2886.977777777777
1640671047,16.755362975801614,16.377608900147397,0,0,2309.690776170478,2323.24531253472
1640671062,30.66543412885353,30.220991659629945,0,0,2878.8220177868634,2887.999840007111
1640671077,14.154939286648988,13.843829163148305,0,0,2311.133096306831,2308.7554301290315
1640671092,31.600016297382787,31.04444444444444,0,0,2905.5265299168095,2895.192715069894
1640671107,17.689657813872447,17.200764478421263,0,0,2328.386790648679,2322.7203165355413
1640671122,31.68818865753601,31.043754583231486,0,0,2920.488800001975,2904.111021236565
1640671137,14.177777777777775,13.844444444444443,0,0,2313.6222222222223,2312.9555555555557
1640671152,30.77964959069526,30.312940944055512,0,0,2913.968213752145,2912.1900803793014
1640671167,30.62222222222222,30.31111111111111,0,0,2312.111111111111,2343.33337629916
1640671182,30.777777777777775,30.31111111111111,0,0,2913.644444444444,2911.5777777777776
1640671197,30.733333333333334,30.355555555555554,0,0,2306.3777777777777,2318.3777777777777
1640671212,16.955555555555556,16.51111111111111,0,0,2897.777777777778,2886.777777777778
1640671227,16.866666666666667,16.51111111111111,0,0,2306.3555555555554,2310.622222222222
1640671242,14.244444444444444,13.844444444444443,0,0,2916.6666666666665,2892.866666666667
1640671257,30.777777777777775,30.4,0,0,2325.3333333333335,2321.733333333333
1640671272,30.84444444444444,30.4,0,0,2930.8,2895.266666666667
1640671287,16.91111111111111,16.555555555555554,0,0,2314.422222222222,2320.8444444444444
1640671302,14.244444444444444,13.844444444444443,0,0,2922.6,2910.4444444444443
1640671317,30.84444444444444,30.444444444444443,0,0,2320.511111111111,2356.911111111111
1640671332,30.909737345006892,30.4430914181592,0,0,2927.5587751655485,2925.669970223546
1640671347,30.82222222222222,30.444444444444443,0,0,2330.9777777777776,2337.4888888888886
1640671362,14.243811386160617,13.843829163148307,0,0,2922.2479000933295,2881.138616061509
1640671377,14.156184719320859,13.845059780434687,0,0,2335.081559180408,2306.835859371528
1640671392,17.976179895120435,17.46511421207004,0,0,2924.0067549551154,2895.8537018931656
1640671407,31.75696697631006,31.312502777901237,0,0,2334.792657451442,2343.2819236410505
1640671422,31.84444444444444,31.31111111111111,0,0,2891.9555555555553,2928.6666666666665
1640671437,14.179038136723266,13.845675171126322,0,0,2288.358965241355,2332.740688061161
1640671452,0.4,0,0,0,2862.822222222222,2886.4444444444443
1640671467,17.066666666666666,16.688888888888886,0,0,2302.755555555555,2275.3555555555554
1640671482,31,30.533333333333335,0,0,2904.911111111111,2864.622222222222
1640671497,30.911111111111108,30.533333333333335,0,0,2338.733333333333,2309.133333333333
1640671512,31.022222222222222,30.577777777777776,0,0,2922.3777777777777,2921.866666666667
1640671527,17.08888888888889,16.733333333333334,0,0,2325.3333333333335,2333.4
1640671542,17.177777777777774,16.733333333333334,0,0,2916.8,2912.2222222222217
1640671557,14.177777777777777,13.844444444444443,0,0,2324.9777777777776,2322.266666666667
1640671572,31.066666666666666,30.62222222222222,0,0,2933.6888888888884,2902.8444444444444
1640671587,31,30.62222222222222,0,0,2332.8,2332.244444444444
1640671602,31.06528598728946,30.620861295053555,0,0,2929.6697924536693,2922.87009466246
1640671617,14.177777777777777,13.844444444444443,0,0,2340.822222222222,2340.5777777777776
1640671632,31.133333333333333,30.666666666666668,0,0,2925.511111111111,2925.111111111111
1640671647,31.066666666666666,30.666666666666668,0,0,2333.866666666667,2330.155555555555
1640671662,31.131257916138924,30.664622358509437,0,0,2918.2721151923206,2907.383952180966
1640671677,32.06666666666667,31.577777777777776,0,0,2348.866666666667,2329.2
1640671692,18.267478554602427,17.734121516511845,0,0,2932.1969865327346,2939.419529756878
1640671707,32.04373236150308,31.577076064976335,0,0,2343.70347325615,2353.4588120263998
1640671722,14.244444444444444,13.844444444444443,0,0,2910.0444444444443,2925.511111111111
1640671737,31.155555555555555,30.755555555555553,0,0,2341.822222222222,2318.4
1640671752,17.379322606453908,16.912614454618186,0,0,2927.2824251044535,2924.6155213796783
1640671767,31.133333333333333,30.755555555555553,0,0,2334.1777777777775,2344.644444444444
1640671782,14.221274137279739,13.843521543008245,0,0,2922.427393729307,2921.2052529831344
1640671797,31.155555555555555,30.8,0,0,2318.244444444444,2330.6
1640671812,17.3746889441877,16.95254177035194,0,0,2920.991823675791,2904.9502310700323
1640671827,17.334488965931065,16.956686001288976,0,0,2313.154210280685,2345.1118963486456
1640671842,14.244444444444444,13.844444444444443,0,0,2921.733333333333,2902.866666666667
1640671857,31.227773826458037,30.849928876244668,0,0,2333.503733997155,2330.881045519204
1640671872,31.31111111111111,30.84444444444444,0,0,2922.4888888888886,2893.9555555555553
1640671887,17.377777777777776,17,0,0,2312.244444444444,2328.3777777777777
1640671902,14.244444444444444,13.844444444444443,0,0,2899.4888888888886,2899.1777777777775
1640671917,14.155555555555555,13.844444444444443,0,0,2325.0444444444443,2321.422222222222
1640671932,14.244444444444444,13.844444444444443,0,0,2915.622222222222,2914.6888888888884
1640671947,14.177777777777777,13.844444444444443,0,0,2329.822222222222,2326.2
1640671962,14.244444444444444,13.844444444444443,0,0,2903.3555555555554,2910.777777777778
1640671977,32.31111111111111,31.84444444444444,0,0,2329.911111111111,2313.8444444444444
1640671992,18.532509666237058,17.99920003555398,0,0,2905.204213146083,2901.248833385183
1640672007,32.31111111111111,31.84444444444444,0,0,2322.311111111111,2319.822222222222
1640672022,14.244444444444444,13.844444444444443,0,0,2917.5777777777776,2900.8888888888887
1640672037,31.268056358060356,30.890261789412865,0,0,2334.1704075736698,2328.770167563003
1640672052,34.666666666666664,34.17777777777778,0,0,2935.1777777777775,2919.155555555555
1640672067,48.44444444444444,48.02222222222222,0,0,2328.7111111111108,2352.733333333333
1640672082,31.42222222222222,30.977777777777774,0,0,2927.8888888888887,2926.6888888888884
1640672097,31.4,31.022222222222222,0,0,2324.244444444444,2339.155555555555
1640672112,17.621439047153462,17.17701435491756,0,0,2918.381405270877,2908.737389449358
1640672127,31.39790680621292,31.020154211941428,0,0,2311.201475457192,2337.2886252027647
1640672142,14.244444444444444,13.844444444444443,0,0,2917.9555555555553,2895.755555555555
1640672157,31.445842037423883,31.06804746877639,0,0,2335.037112760567,2325.347793235255
1640672172,17.690068226770673,17.223370446918686,0,0,2939.151498988822,2909.949552192368
1640672187,17.6,17.22222222222222,0,0,2339.0666666666666,2350.644444444444
1640672202,14.244444444444444,13.844444444444443,0,0,2923.266666666667,2927.4444444444443
1640672217,14.155555555555555,13.844444444444443,0,0,2337.4888888888886,2335.555555555555
1640672232,31.555555555555554,31.111111111111107,0,0,2920.3555555555554,2921.4666666666667
1640672247,17.644444444444442,17.266666666666666,0,0,2332.1777777777775,2342.2222222222217
1640672262,31.576374383360744,31.109728456513047,0,0,2933.4474023376742,2924.381138616062
1640672277,14.177777777777777,13.844444444444443,0,0,2339.8444444444444,2334.622222222222
1640672292,32.68888888888889,32.11111111111111,0,0,2939.4444444444443,2931.4888888888886
1640672307,18.734165962931684,18.267478554602427,0,0,2330.2813458375927,2338.259478199031
1640672322,32.666666666666664,32.11111111111111,0,0,2932.4666666666667,2924.2
1640672337,31.555555555555554,31.2,0,0,2342.111111111111,2323.288888888889
1640672352,31.644444444444442,31.2,0,0,2932.4444444444443,2920.022222222222
1640672367,17.733333333333334,17.355555555555554,0,0,2340.9777777777776,2340.555555555555
1640672382,14.244444444444444,13.844444444444443,0,0,2910.6666666666665,2927.288888888889
1640672397,31.619411607857085,31.241667407341573,0,0,2322.8379699582265,2355.723935650165
1640672412,31.688888888888886,31.244444444444444,0,0,2905.555555555555,2910.511111111111
1640672427,17.777777777777775,17.4,0,0,2328.244444444444,2328.644444444444
1640672442,0.40003555871633034,0,0,0,2909.280824962219,2902.969152813583
1640672457,14.177777777777777,13.844444444444443,0,0,2324.6666666666665,2334.311111111111
1640672472,31.733333333333334,31.288888888888888,0,0,2920.866666666667,2897.244444444444
1640672487,45.511111111111106,45.13333333333333,0,0,2329.4666666666667,2314.644444444444
1640672502,31.733333333333334,31.288888888888888,0,0,2926.8444444444444,2899.8444444444444
1640672517,31.70688352664089,31.32915611251833,0,0,2321.1349597831404,2338.043816380038
